"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-6400.blockOrder";"session.node-6400.IATorder";"session.node-6400.keyOrder";"session.node-7791.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"RANEW";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-19 09:03:11.721";"2014-02-19 09:03:22.690";"1";"0";"0";"1";"0";"1";"0";"module.GoNoGotutorial.exec-9507.GoNoGo_Tutorial";"3991";"2014-02-19 09:03:19.518";"leftResponse";"0";"FINISHED";"LEFT";"success";"545";"0";"2014-02-19 09:03:15.518"
"RANEW";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-19 09:03:11.721";"2014-02-19 09:03:22.690";"1";"0";"0";"1";"0";"2";"1";"module.GoNoGotutorial.exec-9507.GoNoGo_Tutorial";;;;;;;;;;
