"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3595.blockOrder";"session.node-3595.IATorder";"session.node-3595.keyOrder";"session.node-8158.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"weds";;;"Windows XP";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-11-27 15:39:35.192";"2013-11-27 15:39:46.754";"1";"1";"0";"0";"1";"1";"0";"module.GoNoGotutorial.exec-6439.GoNoGo_Tutorial";"4000";"2013-11-27 15:39:42.613";"leftResponse";"0";"FINISHED";"RIGHT";"failure";"1970";"0";"2013-11-27 15:39:38.613"
"weds";;;"Windows XP";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-11-27 15:39:35.192";"2013-11-27 15:39:46.754";"1";"1";"0";"0";"1";"2";"1";"module.GoNoGotutorial.exec-6439.GoNoGo_Tutorial";;;;;;;;;;
