"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3422.blockOrder";"session.node-3422.IATorder";"session.node-3422.keyOrder";"session.node-4640.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"21";"20";"module.training_block1.exec-4781.GoNoGo1";"1261";"2014-07-17 13:42:14.844";"NST_correctLoc";"34";"0";"FINISHED";"LEFT";"success";"313";"0";"2014-07-17 13:42:13.580";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"22";"21";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:17.387";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"374";"0";"2014-07-17 13:42:16.123";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"23";"22";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:19.929";"NST_correctLoc";"25";"0";"FINISHED";"LEFT";"success";"376";"0";"2014-07-17 13:42:18.666";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"24";"23";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:22.581";"NST_correctLoc";"7";"1";"FINISHED";"RIGHT";"success";"331";"0";"2014-07-17 13:42:21.318";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"25";"24";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:25.124";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"380";"0";"2014-07-17 13:42:23.861";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"26";"25";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:27.667";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"342";"0";"2014-07-17 13:42:26.403";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"27";"26";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:30.210";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"263";"0";"2014-07-17 13:42:28.946";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"28";"27";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:32.753";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"368";"0";"2014-07-17 13:42:31.489";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"29";"28";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:35.295";"NST_correctLoc";"5";"0";"FINISHED";"LEFT";"success";"385";"0";"2014-07-17 13:42:34.032";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"30";"29";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:37.838";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"954";"0";"2014-07-17 13:42:36.575";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"31";"30";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:40.381";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"412";"0";"2014-07-17 13:42:39.117";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"32";"31";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:42.924";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"461";"0";"2014-07-17 13:42:41.660";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"33";"32";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:45.467";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"478";"0";"2014-07-17 13:42:44.203";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"34";"33";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:42:48.009";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"711";"0";"2014-07-17 13:42:46.746";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"35";"34";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:50.552";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"736";"0";"2014-07-17 13:42:49.289";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"36";"35";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:53.095";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"449";"0";"2014-07-17 13:42:51.831";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"37";"36";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:55.638";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"611";"0";"2014-07-17 13:42:54.374";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"38";"37";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:42:58.181";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"964";"0";"2014-07-17 13:42:56.917";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"39";"38";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:00.723";"NST_correctLoc";"4";"0";"FINISHED";"LEFT";"success";"381";"0";"2014-07-17 13:42:59.460";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"40";"39";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:03.266";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"382";"0";"2014-07-17 13:43:02.003";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"41";"40";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:05.809";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"420";"0";"2014-07-17 13:43:04.545";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"42";"41";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:08.352";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"408";"0";"2014-07-17 13:43:07.088";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"43";"42";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:10.895";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"386";"0";"2014-07-17 13:43:09.631";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"44";"43";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:13.437";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"547";"0";"2014-07-17 13:43:12.174";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"45";"44";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:15.980";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"580";"0";"2014-07-17 13:43:14.717";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"46";"45";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:18.523";"NST_correctLoc";"35";"0";"FINISHED";"LEFT";"success";"486";"0";"2014-07-17 13:43:17.259";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"47";"46";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:21.066";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"367";"0";"2014-07-17 13:43:19.802";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"48";"47";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:23.609";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"471";"0";"2014-07-17 13:43:22.345";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"49";"48";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:26.151";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"400";"0";"2014-07-17 13:43:24.888";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"50";"49";"module.training_block1.exec-4781.GoNoGo1";"1257";"2014-07-17 13:43:28.694";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"394";"0";"2014-07-17 13:43:27.431";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"51";"50";"module.training_block1.exec-4781.GoNoGo1";"1258";"2014-07-17 13:43:31.237";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"603";"0";"2014-07-17 13:43:29.973";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"52";"51";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:41.455";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"298";"0";"2014-07-17 13:50:40.191";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"53";"52";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1257";"2014-07-17 13:50:43.997";"NST_correctLoc";"3";"0";"FINISHED";"LEFT";"success";"367";"0";"2014-07-17 13:50:42.734";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"54";"53";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:46.540";"NST_correctLoc";"22";"0";"FINISHED";"LEFT";"success";"293";"0";"2014-07-17 13:50:45.277";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"55";"54";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:49.083";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"398";"0";"2014-07-17 13:50:47.819";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"56";"55";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:51.626";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"303";"0";"2014-07-17 13:50:50.362";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"57";"56";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:54.169";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"336";"0";"2014-07-17 13:50:52.905";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"58";"57";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:56.711";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"257";"0";"2014-07-17 13:50:55.448";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"59";"58";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:50:59.254";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"275";"0";"2014-07-17 13:50:57.991";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ClaudiusP";"1993";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 13:40:13.725";"2014-07-17 14:00:33.179";"1";"0";"1";"0";"0";"60";"59";"module.training_block2.exec-9093.GoNoGo2";;;;;;;;;;;;;"1261";"2014-07-17 13:51:01.797";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"252";"0";"2014-07-17 13:51:00.533";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
