"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2002.blockOrder";"session.node-2002.IATorder";"session.node-2002.keyOrder";"session.node-7288.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"1";"0";"module.GoNoGotutorial.exec-2531.GoNoGo_Tutorial";;;;;;;;;;;;"3995";"2014-10-06 14:44:52.475";"leftResponse";"0";"FINISHED";"LEFT";"success";"1473";"0";"2014-10-06 14:44:48.466"
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"2";"1";"module.GoNoGotutorial.exec-2531.GoNoGo_Tutorial";;;;;;;;;;;;"4003";"2014-10-06 14:44:57.780";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-10-06 14:44:53.770"
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"3";"2";"module.GoNoGotutorial.exec-2531.GoNoGo_Tutorial";;;;;;;;;;;;"4003";"2014-10-06 14:45:03.084";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-06 14:44:59.075"
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"4";"3";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1959";"2014-10-06 14:45:10.869";"18";"0";"FINISHED";"LEFT";"success";"364";"0";"2014-10-06 14:45:08.903";"3";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"5";"4";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1959";"2014-10-06 14:45:14.130";"21";"1";"FINISHED";"RIGHT";"success";"489";"0";"2014-10-06 14:45:12.164";"3";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"6";"5";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1958";"2014-10-06 14:45:17.391";"14";"1";"FINISHED";"RIGHT";"success";"507";"0";"2014-10-06 14:45:15.425";"2";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"7";"6";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1952";"2014-10-06 14:45:20.745";"26";"0";"FINISHED";"LEFT";"success";"443";"0";"2014-10-06 14:45:18.779";"3";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"8";"7";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1959";"2014-10-06 14:45:23.990";"2";"0";"FINISHED";"LEFT";"success";"589";"0";"2014-10-06 14:45:22.024";"1";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"9";"8";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1959";"2014-10-06 14:45:27.235";"30";"0";"FINISHED";"LEFT";"success";"337";"0";"2014-10-06 14:45:25.269";"3";;;;;;;;;;
"scd2014";"21/05/1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 14:44:13.550";"2014-10-06 14:45:44.818";"1";"0";"1";"0";"0";"10";"9";"module.GoNoGopractice.exec-9920.GoNoGo_Practice";"1959";"2014-10-06 14:45:30.480";"6";"1";"FINISHED";"RIGHT";"success";"420";"0";"2014-10-06 14:45:28.514";"1";;;;;;;;;;
