"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3363.conditionType";"session.node-5675.DPorder";"trial.id";"trial.index";"trial.name"
"gfg";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 10:24:24.091";"2014-02-11 10:24:31.523";"1";"1";"4";"1";"0";"module.GoNoGotutorial.exec-8375.GoNoGo_Tutorial"
