"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-6678.conditionType";"session.node-9493.DevalQorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"1";"0";"module.GoNoGotutorial.exec-2374.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3998";"2014-10-01 10:41:37.694";"leftResponse";"0";"FINISHED";"LEFT";"success";"494";"0";"2014-10-01 10:41:33.685"
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"2";"1";"module.GoNoGotutorial.exec-2374.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4003";"2014-10-01 10:41:42.998";"rightResponse";"1";"FINISHED";"RIGHT";"success";"819";"0";"2014-10-01 10:41:38.989"
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"3";"2";"module.GoNoGotutorial.exec-2374.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4003";"2014-10-01 10:41:48.302";"quickResponse";"0";"FINISHED";"LEFT";"success";"795";"0";"2014-10-01 10:41:44.293"
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"4";"3";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 10:41:57.023";"18";"0";"FINISHED";"LEFT";"success";"350";"0";"2014-10-01 10:41:55.057";"3";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"5";"4";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 10:42:00.268";"21";"1";"FINISHED";"RIGHT";"success";"314";"0";"2014-10-01 10:41:58.302";"3";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"6";"5";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1958";"2014-10-01 10:42:03.512";"14";"1";"FINISHED";"RIGHT";"success";"404";"0";"2014-10-01 10:42:01.547";"2";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"7";"6";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 10:42:06.757";"26";"0";"FINISHED";"LEFT";"success";"488";"0";"2014-10-01 10:42:04.792";"3";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"8";"7";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 10:42:10.002";"2";"0";"FINISHED";"LEFT";"success";"435";"0";"2014-10-01 10:42:08.036";"1";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"9";"8";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-10-01 10:42:13.262";"30";"0";"FINISHED";"LEFT";"success";"383";"0";"2014-10-01 10:42:11.297";"3";;;;;;;;;;
"EWEST16";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 10:40:54.950";"2014-10-01 10:49:29.580";"1";"0";"1";"10";"9";"module.GoNoGopractice.exec-1167.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 10:42:16.507";"6";"1";"FINISHED";"RIGHT";"success";"394";"0";"2014-10-01 10:42:14.542";"1";;;;;;;;;;
