"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4210.conditionType";"session.node-7970.DPorder";"trial.id";"trial.index";"trial.name"
"yr2prac_test";;;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 12:50:35.510";"2014-02-11 12:50:43.336";"1";"1";"5";"1";"0";"module.GoNoGotutorial.exec-6616.GoNoGo_Tutorial"
